City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
32,ushuaia,40,AR,1582872437,75,-54.8,-68.3,46.4,31.09
33,fortuna,1,US,1582872438,100,40.6,-124.16,44.01,3.31
34,vao,63,NC,1582872438,81,-22.67,167.48,80.31,17.22
35,coihaique,94,CL,1582872438,96,-45.58,-72.07,45.1,6.42
36,nyanguge,75,TZ,1582872438,83,-2.55,33.2,71.6,6.93
37,vaini,75,TO,1582872438,94,-21.2,-175.2,80.6,5.82
38,kawalu,94,ID,1582872438,79,-7.38,108.21,81.52,5.23
39,tiksi,90,RU,1582872438,81,71.69,128.87,4.14,13.62
40,qaanaaq,100,GL,1582872438,95,77.48,-69.36,-16.02,4.18
41,ponta do sol,40,PT,1582872439,63,32.67,-17.1,60.8,5.82
42,port elizabeth,90,ZA,1582872439,72,-33.92,25.57,64.4,6.93
43,mananjary,0,MG,1582872439,68,-21.22,48.33,76.82,8.05
44,cherskiy,100,RU,1582872439,94,68.75,161.3,5.02,12.84
45,sampit,100,ID,1582872439,92,-2.53,112.95,81.66,3.89
46,carnarvon,0,AU,1582872439,84,-24.87,113.63,76.33,17.65
47,beringovskiy,62,RU,1582872440,83,63.05,179.32,-5.75,4.79
48,paka,40,MY,1582872440,74,4.64,103.44,84.2,6.93
49,upernavik,99,GL,1582872440,64,72.79,-56.15,-16.69,2.04
50,bengkulu,100,ID,1582872440,56,-3.8,102.27,89.94,7.07
51,manta,20,EC,1582872440,83,-0.95,-80.73,80.6,2.24
52,isangel,46,VU,1582872440,84,-19.55,169.27,81.1,12.53
53,hilo,90,US,1582872440,60,19.73,-155.09,73.4,9.17
54,raudeberg,75,NO,1582872440,74,61.99,5.14,36.0,9.17
55,trincomalee,64,LK,1582872254,52,8.57,81.23,86.18,8.41
56,verkh-usugli,99,RU,1582872441,75,52.7,115.17,20.59,6.31
57,ilulissat,0,GL,1582872441,52,69.22,-51.1,-7.6,9.17
58,agadez,0,NE,1582872441,13,19.75,10.25,63.27,7.67
59,mount gambier,90,AU,1582872441,63,-37.83,140.77,66.2,11.41
60,omboue,100,GA,1582872441,92,-1.57,9.26,78.08,0.45
61,georgetown,20,MY,1582872441,66,5.41,100.34,91.4,9.17
62,bluff,5,NZ,1582872441,41,-46.6,168.33,73.0,13.0
63,ribeira grande,94,PT,1582872441,90,38.52,-28.7,60.69,16.49
64,kapaa,75,US,1582872441,78,22.08,-159.32,73.4,19.46
65,east london,20,ZA,1582872442,88,-33.02,27.91,62.6,9.17
66,tasiilaq,96,GL,1582872442,47,65.61,-37.64,15.8,3.36
67,atuona,0,PF,1582872443,77,-9.8,-139.03,81.41,13.33
68,bathsheba,40,BB,1582872443,69,13.22,-59.52,78.8,16.11
69,rovaniemi,39,FI,1582872280,92,66.5,25.72,8.6,5.82
70,shestakovo,0,RU,1582872444,76,56.49,103.96,21.43,3.83
71,nantucket,75,US,1582872444,40,41.28,-70.1,33.8,18.34
72,sao miguel do araguaia,46,BR,1582872444,96,-13.28,-50.16,73.38,2.95
73,asau,13,RO,1582872444,86,46.43,26.4,34.0,5.82
74,batticaloa,90,LK,1582872444,64,7.71,81.69,83.3,8.5
75,srednekolymsk,99,RU,1582872444,93,67.45,153.68,9.93,11.25
76,narsaq,0,GL,1582872444,42,60.92,-46.05,5.0,1.12
77,leningradskiy,96,RU,1582872444,76,69.38,178.42,2.62,9.98
78,lagoa,96,PT,1582872445,84,39.05,-27.98,63.81,23.26
79,ixtapa,5,MX,1582872445,88,20.7,-105.2,71.01,3.36
80,san javier,10,ES,1582872445,71,37.81,-0.84,57.99,4.7
81,altay,38,CN,1582872445,81,47.87,88.12,14.56,2.8
82,scarborough,88,GB,1582872445,79,54.28,-0.4,37.99,3.36
83,tokoname,75,JP,1582872445,39,34.88,136.85,54.0,3.36
84,kieta,2,PG,1582872445,71,-6.22,155.63,84.47,4.74
85,mount isa,100,AU,1582872445,17,-20.73,139.5,98.6,12.75
86,santa catarina de tepehuanes,30,MX,1582872445,42,25.35,-105.73,41.65,3.24
87,lebu,1,CL,1582872446,93,-37.62,-73.65,56.19,6.4
88,kruisfontein,100,ZA,1582872446,80,-34.0,24.73,60.08,10.42
89,saskylakh,13,RU,1582872446,73,71.92,114.08,8.82,13.11
90,oron,99,NG,1582872446,84,4.83,8.23,79.97,1.86
91,bethel,75,US,1582872446,58,41.37,-73.41,30.99,20.8
92,tuktoyaktuk,5,CA,1582872446,73,69.45,-133.04,-36.4,5.82
93,vila,90,PT,1582872446,100,42.03,-8.16,59.0,8.05
94,pangkalanbuun,95,ID,1582872446,46,-2.68,111.62,95.25,3.11
95,vardo,15,NO,1582872446,67,70.37,31.11,19.4,20.8
96,komsomolskiy,75,UZ,1582872447,75,40.43,71.72,41.0,2.24
97,chokurdakh,100,RU,1582872447,94,70.63,147.92,3.43,10.56
98,butaritari,13,KI,1582872447,83,3.07,172.79,84.33,16.42
99,dikson,100,RU,1582872447,90,73.51,80.55,15.66,24.65
100,khatanga,56,RU,1582872447,82,71.97,102.5,2.66,9.28
101,dingle,90,PH,1582872448,69,11.0,122.67,83.1,14.38
102,bambous virieux,75,MU,1582872448,78,-20.34,57.76,82.4,11.41
103,veraval,0,IN,1582872376,15,20.9,70.37,92.48,2.33
104,mahebourg,75,MU,1582872449,78,-20.41,57.7,82.4,11.41
105,tuatapere,3,NZ,1582872449,41,-46.13,167.68,73.0,13.0
106,namibe,91,AO,1582872449,77,-15.2,12.15,74.1,7.02
107,ocos,40,GT,1582872449,78,14.51,-92.19,80.6,2.13
108,kibondo,100,TZ,1582872449,96,-3.59,30.72,65.57,0.36
109,anito,93,PH,1582872449,76,12.45,125.29,79.72,19.08
110,shenavan,100,AM,1582872449,60,40.05,43.93,39.2,1.12
111,atikokan,33,CA,1582872449,96,48.76,-91.62,1.49,5.03
112,kainantu,100,PG,1582872449,94,-6.29,145.87,63.0,4.36
113,clonakilty,75,IE,1582872450,100,51.62,-8.87,51.01,19.46
114,amalapuram,20,IN,1582872450,62,16.58,82.02,86.0,13.87
115,tulsipur,25,NP,1582872450,47,28.13,82.3,69.57,6.4
116,salinopolis,96,BR,1582872450,80,-0.61,-47.36,80.4,12.57
117,avarua,45,CK,1582872450,88,-21.21,-159.78,78.8,10.29
118,sao joao da barra,100,BR,1582872450,88,-21.64,-41.05,74.8,12.1
119,tra vinh,0,VN,1582872450,34,9.93,106.35,90.36,13.38
120,norman wells,90,CA,1582872451,69,65.28,-126.83,-11.2,8.05
121,sorland,75,NO,1582872451,84,67.67,12.69,35.6,14.99
122,vodnyy,24,RU,1582872451,95,63.5,53.41,12.61,2.8
123,cidreira,0,BR,1582872451,73,-30.18,-50.21,69.48,10.4
124,torbay,90,CA,1582872452,85,47.67,-52.73,26.01,20.8
125,asfi,1,MA,1582872452,58,32.3,-9.24,56.95,6.93
126,ewa beach,1,US,1582872315,60,21.32,-158.01,73.4,13.27
127,novosergiyevka,100,RU,1582872452,77,52.09,53.65,34.25,20.45
128,batagay,0,RU,1582872453,90,67.63,134.63,5.76,2.17
129,aden,15,YE,1582872453,62,12.78,45.04,79.92,6.2
130,fort nelson,75,CA,1582872453,72,58.81,-122.7,12.2,13.87
131,inuvik,5,CA,1582872453,74,68.35,-133.72,-27.4,9.17
132,talnakh,92,RU,1582872348,66,69.49,88.4,12.2,26.84
133,chuy,0,UY,1582872453,63,-33.7,-53.46,66.0,10.47
134,creel,46,MX,1582872364,34,27.75,-107.63,38.25,5.41
135,mataura,0,NZ,1582872453,41,-46.19,168.86,73.0,13.0
136,vitim,100,RU,1582872454,87,59.45,112.56,14.4,1.23
137,saldanha,0,ZA,1582872454,49,-33.01,17.94,71.6,11.41
138,nouadhibou,0,MR,1582872454,72,20.93,-17.03,62.6,14.99
139,alice springs,15,AU,1582872292,17,-23.7,133.88,95.0,10.29
140,qaqortoq,0,GL,1582872454,42,60.72,-46.03,5.0,1.12
141,kodiak,1,US,1582872454,73,57.79,-152.41,26.6,5.82
142,kloulklubed,90,PW,1582872454,94,7.04,134.26,78.8,9.17
143,burley,1,US,1582872410,68,42.54,-113.79,33.8,3.36
144,vzmorye,90,RU,1582872455,74,54.7,20.24,35.6,8.95
145,clyde river,90,CA,1582872455,74,70.47,-68.59,-22.0,5.82
146,naqadeh,100,IR,1582872456,69,36.96,45.39,36.64,2.82
147,ferme-neuve,100,CA,1582872456,91,46.7,-75.45,9.64,12.5
148,leh,78,IN,1582872456,57,34.17,77.58,14.32,1.32
149,aksu,100,CN,1582872457,26,41.12,80.26,52.81,4.9
150,masuda,75,JP,1582872457,45,34.67,131.85,48.99,4.7
151,aklavik,5,CA,1582872458,74,68.22,-135.01,-27.4,9.17
152,muisne,41,EC,1582872458,91,0.6,-80.03,75.47,3.51
153,pemangkat,32,ID,1582872288,84,1.17,108.97,82.29,12.24
154,aitape,0,PG,1582872458,70,-3.14,142.35,85.23,7.85
155,maningrida,47,AU,1582872458,75,-12.07,134.27,84.74,11.48
156,labuhan,74,ID,1582872458,74,-6.88,112.21,87.37,7.2
157,kasongo-lunda,79,CD,1582872459,94,-6.47,16.82,69.17,1.61
158,esperance,90,AU,1582872459,82,-33.87,121.9,66.2,5.82
159,norman,4,US,1582872459,86,35.22,-97.44,43.0,10.29
160,port hedland,1,AU,1582872388,59,-20.32,118.57,95.0,17.22
161,tautira,75,PF,1582872459,74,-17.73,-149.15,82.4,3.36
162,kavieng,66,PG,1582872460,72,-2.57,150.8,85.05,6.24
163,orlik,54,RU,1582872460,72,52.52,99.83,10.9,1.54
164,ketchikan,90,US,1582872460,93,55.34,-131.65,39.2,16.11
165,arraial do cabo,100,BR,1582872460,81,-22.97,-42.03,75.11,6.26
166,chetpet,40,IN,1582872309,55,13.07,80.24,87.8,9.17
167,sechura,45,PE,1582872460,84,-5.56,-80.82,75.78,10.02
168,sakakah,59,SA,1582872460,34,29.97,40.21,59.0,8.05
169,greenfield,1,US,1582872461,61,42.96,-88.01,18.0,5.82
170,longyan,94,CN,1582872461,54,25.11,117.02,73.13,6.26
171,mandiana,62,GN,1582872461,21,10.63,-8.68,68.95,5.12
172,taltal,26,CL,1582872461,92,-25.4,-70.48,61.03,3.04
173,pisco,100,PE,1582872461,88,-13.7,-76.22,73.4,4.7
174,fairbanks,1,US,1582872397,82,64.84,-147.72,-17.0,3.65
175,launceston,55,AU,1582872461,32,-41.45,147.17,69.8,14.99
176,castro,25,BR,1582872461,95,-24.79,-50.01,53.11,4.23
177,colesberg,0,ZA,1582872462,63,-30.72,25.1,61.47,20.69
178,wamba,26,NG,1582872462,24,8.93,8.6,72.5,2.66
179,constitucion,0,CL,1582872462,72,-35.33,-72.42,58.23,2.55
180,karratha,30,AU,1582872462,80,-20.74,116.85,84.27,15.3
181,turukhansk,0,RU,1582872462,79,65.82,87.98,12.96,13.27
182,harboore,40,DK,1582872464,93,56.62,8.18,36.0,8.05
183,hobart,8,AU,1582872398,30,-42.88,147.33,68.0,17.22
184,berlevag,40,NO,1582872464,61,70.86,29.09,21.2,19.46
185,sulangan,95,PH,1582872464,78,11.14,123.72,81.05,14.76
186,saint-philippe,20,RE,1582872465,70,-21.36,55.77,86.0,5.82
187,erenhot,0,CN,1582872465,48,43.65,111.98,26.71,6.11
188,tynda,100,RU,1582872465,89,55.17,124.72,13.77,2.82
189,codrington,45,AU,1582872465,77,-38.27,141.97,61.59,14.54
190,kamenka,100,RU,1582872465,90,51.32,42.77,46.0,11.01
191,brits,96,ZA,1582872465,68,-25.63,27.78,73.99,3.36
192,ossora,45,RU,1582872465,69,59.24,163.07,10.36,9.73
193,catalina,1,US,1582872465,61,32.51,-110.92,55.99,4.7
194,tevaitoa,100,PF,1582872465,74,-16.78,-151.5,81.79,2.01
195,haines junction,100,CA,1582872466,95,60.75,-137.51,5.43,3.85
196,vostok,100,RU,1582872466,89,46.49,135.88,21.88,3.83
197,coahuayana,0,MX,1582872306,88,18.73,-103.68,67.71,3.96
198,sinnamary,2,GF,1582872466,79,5.38,-52.95,77.76,14.45
199,shevchenkove,75,UA,1582872466,93,49.7,37.17,33.8,11.18
200,saint-leu,20,RE,1582872466,70,-21.15,55.28,86.0,5.82
201,ostrovnoy,5,RU,1582872466,66,68.05,39.51,10.67,14.34
202,sioux lookout,5,CA,1582872466,76,50.1,-91.92,1.4,4.7
203,rorvik,92,NO,1582872467,58,64.86,11.24,28.4,16.11
204,hermanus,75,ZA,1582872467,91,-34.42,19.23,70.0,11.01
205,longyearbyen,20,SJ,1582872467,69,78.22,15.64,-11.2,5.82
206,vestmannaeyjar,100,IS,1582872467,72,63.44,-20.27,38.08,28.63
207,raiwala,0,IN,1582872467,51,30.02,78.22,72.86,7.38
208,hofn,100,IS,1582872467,79,64.25,-15.21,35.82,38.39
209,turka,100,UA,1582872467,83,49.15,23.03,33.01,7.4
210,atascadero,1,US,1582872468,50,35.49,-120.67,61.0,4.7
211,faya,5,SA,1582872468,42,18.39,42.45,64.4,11.41
212,rio cuarto,0,AR,1582872468,82,-33.13,-64.35,59.0,6.93
213,saint george,1,US,1582872330,45,37.1,-113.58,48.2,6.93
214,kabin buri,63,TH,1582872468,20,13.95,101.72,87.01,10.04
215,yenagoa,98,NG,1582872468,86,4.92,6.26,79.59,3.06
216,cabedelo,75,BR,1582872469,94,-6.98,-34.83,78.8,4.7
217,beian,75,NO,1582872469,68,63.66,9.57,28.99,20.8
218,nadym,100,RU,1582872469,89,65.53,72.52,12.99,11.5
219,jamestown,90,US,1582872469,78,42.1,-79.24,23.0,17.22
220,bantry,75,IE,1582872469,93,51.68,-9.45,51.8,12.75
